label,title,description
project,Project Engineer,"project engineerproject engineer - roots communications pte ltdsingapore-to pursue career in a company that offers opportunities and career growth.work experienceproject engineerroots communications pte ltd-october 2017 to present(lta project - it211) ;typical duties: ;-weekly meeting with lta, smrt service, power & smrt comms. ;-conduct/host quality/site inspections with lta, smrt service, power & comms ;- daily liaising with station manager, smrts pic. ;- project engineering schedules and forecasts. ;- daily task, installations of telecommunications systems in smrt stations. ;-contractors management, scheduling and manpower requirements. ;- coordination and checking of engineering deliverables. ;- monthly/daily project status reports. ;essential functions: ;-responsible for smrt station management, safety, housekeeping and quality. ;- responsible for planning, scheduling, conducting and coordinating the technical and management aspects of projects. ;- accountable for the successful completion of engineering projects. ;- requires extensive regular contact with assigned project clients. ;- assist in the preparation of engineering project proposals & quotations. ;- participating in client/contractor meetings and resolving client/engineering and management project issues.project managerdvi solutions pte ltd-october 2016 to october 2017typical duties: ;- project engineering schedules and forecasts. ;- coordination and checking of engineering deliverables. ;- monthly project status reports. ;essential functions: ;- responsible for designing, planning, scheduling, conducting and                 coordinating the technical and management aspects of projects. ;- accountable for the successful completion of engineering projects. ;- requires extensive regular contact with assigned project clients. ;- assist in the preparation of engineering project proposals & quotations. ;- participating in client/contractor meetings and resolving client/engineering     and management project issues.senior design & proposal engineeroakwell engineering international pte ltd-april 2015 to october 2016typical duties: ;- sales schedules and forecasts. ;- design engineering systems for proposal. ;essential functions: ;- responsible for designing & proposal of fire fighting systems. ;- accountable for the successful sales. ;- requires extensive regular contact with assigned project clients. ;- participating in client/contractor meetings and resolving client/engineering     and proposals issues.project engineerwilhelmsen technical solutions pte ltd-may 2008 to april 2015typical duties: ;- project engineering schedules and forecasts. ;- coordination and checking of engineering deliverables. ;- monthly project status reports. ;essential functions: ;- responsible for designing, planning, scheduling, conducting and                 coordinating the technical and management aspects of projects. ;- accountable for the successful completion of engineering projects. ;- requires extensive regular contact with assigned project clients. ;- assist in the preparation of engineering project proposals & quotations. ;- participating in client/contractor meetings and resolving client/engineering     and management project issues.architectural draftsmanyi architects pte ltd-august 2007 to may 2008assist architect in: ;- designing new buildings, extensions or alterations to existing buildings. ;- submission of documents for approvals. ;- producing detailed workings, drawings and specifications. ;- preparing and presenting feasibility reports and design proposals to the client ;- regular site visits to check on progress, ensuring that the project is running on time as per architect's schedule. ;- regular meeting with clients or users to make sure that projected designs match their needs.educationdiploma in mechanical engineeringpsb academyfebruary 2009 to february 2014certificate in mechanical & electrical engineering designite college centraljuly 2003 to june 2005skillsautocad (less than 1 year), excel (less than 1 year), microsoft excel (less than 1 year), microsoft office (less than 1 year), ms office (less than 1 year)additional informationskills ;? computer software ;- autocad ;- hydraulic flow calculation ;- microsoft excel ;- microsoft office ;- microsoft power point ; ;? other skills"
project,Project Manager,"project managerproject manager-work experienceproject managerpt. trocon indah perkasa-september 2015 to october 2018project involved:- citra towers kemayoran - bore pile ;-.chitaland tower - diaphragm wall and bore pile ;-.orange county - bore pile ;- lrt koridor 1 velodrome - kelapa gading - bore pile ;- ss tower - bore pile ;- lrt kuningan - dukuh atas - bore pile ;- menara bri gatot subroto - diaphragm wall and bore pile ;responsibilities: + liaising with main contractor and consultant ;+ site coordination and operation ;+ make schedule ;+ planning project ;+ set up project ;+ search, negotiate, hire and control rebar team sub contractors, also arrange for their payment ;+ progress report ;+ rigs, machinery arrangement ;+ budget construction balance ;+ solve problem and how to cash up scheduleownergading nirwana pte ltd and gading sakti pte ltd-october 2009 to july 2018project managergading nirwana pte ltd and gading sakti pte ltd-august 2014 to august 2015project involved: ;- senayan istora jakarta mrt station - diaphragm wall, bore pile, and h-beam installation ;responsibilities: + purchaser (search for credible supplier, make sure material on site when needed, payment of material) ;+ human resource department (hire/release worker, operator, supervisor, ;engineer, mechanics, salary payment, arrange visa/work permit for staff) ;+ liaising with main contractor and consultant ;+ site coordination and operation ;+ make schedule ;+ planning project ;+ set up project ;+ search, negotiate, hire and control rebar team sub contractors, also arrange for their payment ;+ progress report ;+ rigs, machinery arrangement ;(when machinery needed to come or hire rental, arrange transport, etc) ;+ cost estimate and controller, budget construction balance ;+ solve problem and how to cash up schedule ;+ make bq and throught point of contract for receive paymentassintant project managergading nirwana pte ltd and gading sakti pte ltd-march 2012 to june 2014project involved: ;- menara selaras semanggi - bore pile ;- green pramuka apartment - bore pile ;- holland village - bore pile ;responsible: + site planning ;+ site coordination and operation ;+ document controller ;+ progress report ;+ site planning ;+ construction schedulesenior project engineergading nirwana pte ltd and gading sakti pte ltd-january 2011 to october 2011project involved: ;- king albert station - bore pile and h-beam installation ;- orchard 268 project - bore pile ;responsibilities: + site supervision ;+ liaising with main contractor and consultant ;+ site coordination and operation ;+ rebar cage inspection ;+ document controller ;+ progress report ;+ site planning ;+ construction schedule ;+ quality controller (material testing report) ;+ daily reportsite engineerl&m foundation specialist pte ltd-january 2008 to september 2009project involved: ;- ir north marina bay (mbs) - diaphragm wall ;- c905 mrt project - diaphragm wall, sheet pile extraction, and jet grouting ;responsibilities: + progress management and supervision ;+ liaising with main contractor and consultant ;+ site coordination and operation ;+ rebar cage inspection ;+ in charge of concreting ;+ document controller ;+ daily reporteducationbachelor in civil engineeringuniversity of tarumanagara"
project,Project Manager,"project manageragile project managersingapore-experienced project manager working in both commercial and consulting environment. had successfully managed 8 software development lifecycle projects. well adapted in all-around digital and business space including strategic planning, product management, business enablement, digital marketing, digital sales, and client relationship management.work experienceproject managertigerspike - singapore-may 2017 to april 2018worked as agile project manager to deliver a web and mobile application, performed multiple roles including proxy product owner, scrum master and account manager.skillsscrum (6 years), web & mobile applications development (9 years), software development (10+ years), project management (5 years), account management (5 years)linkshttps://www.dropbox.com/s/fl14sgbc8k5gthp/christoffer%20yee%20-%20agile%20project%20manager.pdf?dl=0additional informationplease download my full resume in the dropbox link provided above."
project,Project Coordinator,"project coordinatorsingapore-an experienced project coordinator / executive professional with proven ability in effective presentation, coordination and documentation control with recognized skills and certifications in both consultant sector and construction industry, is currently seeking to engage my passion and expertise to explore diversified opportunity and contribute productively in a growing organization with proactive results accordingly.work experienceproject coordinatorstallion development pte ltd - singapore-march 2017 to present? prepare/submit all documentations, rfis, rfas and sample materials.? layout drawing preparation, site supervision and inspection schedule by consultant and respective authority agency. ;? prepare & submit all method statement (mos) for trade works. ;? manage, control and monitor daily project works, instructions and work progress.project coordinator / documentationtiong seng construction pte ltd - singapore-may 2016 to march 2017? effectively and accurately coordinate relevant project information and clarify details with the client and project team. ;? track the progress and quality of work and submission processes. ;? control of documents, records and issuance to involved parties. ;? submission of requirements in compliance with the contract. ;? prepared and raised all rfi, rfa, rfm, and cvi for consultant¡¯s approval.senior project coordinatorplanar one & associates pte. ltd. - singapore-may 2014 to march 2016? ensured and monitored that client¡¯s needs are addressed in a timely and cost-effective manner. ;? presided every sub-contract award meeting and compiled records.  ;? coordinated/supervised sub-contract work activities in timely manner.  ;? evaluate and resolve discrepancies that arise prior to implementation.project coordinator / executiveccm industrial pte ltd - singapore-july 2013 to may 2014? prepared progress report schedule, delivery and expenditures report. ;? reviewed, liaised and coordinated all correspondences, discussions with clients and consultants and assist to resolve technical issues.  ;? primarily involved in the authority inspection. ;? conducted regular site inspections to ensure timely work progress.project coordinator / executiveaga architects pte. ltd, singapore - singapore-october 2006 to july 2010? assisted the consultant-in-charge in conceptual designs demonstration.  ;? prepared required drawings & document for submission to authorities.  ;? liaised with project director on site supervision and coordination.  ;? coordinate effectively with project team that all requirements are fulfilled and in order.educationscal academy - singapore2013architecturemapua inst. of tech.1990skillsclients (10+ years), autocad (10+ years), feasibility (10+ years), ms office (10+ years), project coordinator (10+ years)linkshttp://www.linkedin.com/in/albert-tortona-566b5512badditional informationcore competencies ;?   lead project coordinator in a main contractor's firm. ;?   effective project coordination and site supervision to ensure timely execution of work within ;schedule and direct coordination with clients and consultants to address technical concerns. ;?   competent team leader with key involvements in various projects as residential, commercial, ;institutional, upgrading works in private and government sectors. ;?   efficient document controller from document preparation to submission until approval stage. ;?   client-oriented approach in planning from design feasibility to detailed design phase. ;?   highly comprehensive in technical drawings/details via autocad system and bim (revit). ;?   proficient with good knowledge of ms office programs and presentation applications."
project,Project Manager,"project managerit project managersingapore-it sales and project implementation professional with over 10 year experience of proven track record developing and leading a team to ensure achievement of revenue targets, operational goals, customer satisfaction and account objectives.work experienceproject managerqcd technology - singapore-january 2018 to august 2018specialization: customer service and supportindustry: information technology - service center ;duration: jan 2018 - august 2018 ; ;work description: ;deliver projects such as application development and on-site professional services to successful completion as a project manager. gain and grow business relationships for ;enterprise and education clients. face to face customer support handling on iphone and ;mac service requests. ; ;accomplishments: ;?        handled different roles for both qcd technology and colossus labs such as: ; ;> web applications project manager ; ;> sales & marketing for enterprise and education clients ; ;> events and digital marketing specialist ; ;> customer service supportcorporate sales managersapura synergy singapore pte ltd - singapore - singapore-april 2011 to december 2017analyse and provide total technology solutions from hardware to software including managed services to government and enterprise clients. this includes project management, product fulfilment, technical consultation and it training. leads a team of high performing technical sales representatives.  ; ;accomplishments:  ;?    top performing business unit for fy 2016 with key focus on solution selling which includes managed services such as network security solutions, storage and backup solutions, it helpdesk and attached manpower services, etc. tasked to be the lead project manager for device deployments. ??    200% achievement of annual team sales targets and increased va performance from 10% to 25% for fy 2015. ??    expanded company¡¯s product offering through building relationships with resellers, distributors and the principal. fostered business partnerships with samsung, jamf software, ibm, dell, lenovo, hp, starhub telecommunication. facilitated product assessment, technical team training, joint partner events, product messaging to enable the sales team with a go to market strategy.  ;?    actively recruited and developed new sales persons to be assigned in education or enterprise track. ??    successfully pioneered projects such as singhealth, tantock seng hospital and singapore airlines and its subsidiaries.  ;? project management examples : a. ) hardware - grew singapore airlines project from a 10 device poc to 2000 devices. b. ) software - successfully launched a web application competency tracker for national university of singapore.educationbachelors in mass communicationsst.theresa's collegeassociate in computer technologysystems technology institutelinkshttps://www.linkedin.com/in/lani-ginete-02484218/"
project,Project Engineer,"project engineerproject engineer - dle m&e pte ltdsingapore-work experienceproject engineerdle m&e pte ltd - singapore-october 2017 to presentsingapore)        ""to engage myself in a position where iindustry: construction, building, and engineering                                  can widen my range of skills and ;october 2017 - present        knowledge while contributing to the growth and success of the organization."" ;?   assist in project engineering of electrical systems ;?   assist in management of design developmentproject engineersingcon m&e services pte ltd - singapore-november 2016 to october 2017singapore)                                                motivated individual. ;industry: construction, building, and engineering                                     ? natural leadership and team ;november 2016 - october 2017        work skills ;? capable of adapting to new ;? scheduling/planning of work        environment and work with ? deployment of manpower        other people. ;? ensure project is on schedule and within budget.                                   ? exceptional problem solving ;? ensure work is executed within sop.        and research skills. ;? ensure that work is done in accordance with drawings and specifications.           ? excellent oral and written ;? monitoring and inspection of work done on site.                                      communication skills. ;? liaise with consultants, main-contractor and sub-contractors to ensure ;smooth execution of work.        seminars/trainings ;? prepare all necessary paper works for project stage. ;? to submit reports, progress claim, and carry out instructions as given from ;attended ;time to time.        ? green building in application ;? promote the health and safety awareness and compliance for work carried out for    electrical     engineering at the worksite.planning in regulated-march 2015 to march 2016andelectrical engineertrue north manufacturing services corporation-november 2015 to november 2015proper conductor sizing and ;true north manufacturing services corporation                                           protection (november 2015) ;industry: engineering design, construction, repair, and maintenance services          ? electrical      power     systemderegulated-november 2015 to november 2015facilities, components, products, and systems for commercial, industrial, and      ? high       efficiency     motorssmart grid-november 2015 to november 2015supervision in construction of distribution and transmission lines                 ? smart grid: future electrical ;? operate computer-assisted engineering and design software and equipment              grid (november 2015) to perform engineering tasks.        ? solar photovoltaic: basics ;? direct and coordinate manufacturing, construction, installation, maintenance, and applications (november ;support, documentation, and testing activities to ensure compliance with             2015) ;specifications, codes, and customer requirements.                                  ? pneumatic control engineering ;? inspect completed installations and observe operations, to ensure                    by shoketsu smc corp. ;conformance to design and equipment specifications and compliance with               philippines (november 2015) ;operational and safety standards.educationbachelor of science in electrical engineeringholy angel universityjune 2011 to april 2016"
project,Project Manager,"project managerproject manager - c&w servicessingapore-work experienceproject managerc&w services-september 2018 to presentproject involved/ completed/ accomplishment:?        structural rectification ; ;job function: ;?      liaise with client, end users, building management team, architects, ;quantity surveyors, consultants, contractors and suppliers. ;?      cost control. ;?      contract administration. ;?      monitor progress of work. ;?      conduct site meetings. ;?      conduct site inspections. ;?      review work schedule. ;?      prepare work progress report. ; ;reason for leaving: looking for permeant positionproject managerdb&b pte ltd - singapore-may 2015 to may 2017projects department) ; ;project involved/ completed/ accomplishment: ;?        addition & alteration for office in ministry of foreign affairs, ;singapore ;?        interior fitting out for dsta ;?        addition & alteration for markit asia singapore ;?        interior fitting out for airswift asia pte ltd ; ;job function: ;?      liaise with client, end users, building management team, landlords, ;architects, quantity surveyors, consultants, contractors and suppliers. ;?      prepare quotation. ;?      plan and implement requirements from clients into design. ;?      contract negotiation. ;?      participate in tendering. ;?      monitor progress of work. ;?      conduct site meetings. ;?      conduct site inspections. ;?      prepare work schedule. ;?      submission of progress claims. ; ;reason for leaving: project completed. ; ;-2-own business (partnership)-february 2014 to april 2015nature of business: ;?       repair and maintenance. ;?       renovation projects. ;?       consignment basis. ; ;reason for leaving: disagreement among partners.operations managerjones lang lasalle-july 2012 to february 2014- microsoft operations pte ltd (jul 12 to aug 13) ;- shell eastern petroleum pte ltd (aug 13 to feb 14) ;operations manager ; ;project involved/ completed/ accomplishment: ;?        re-contracting of m&e maintenance, housekeeping, landscaping, av ;equipment, etc. ;?        recommend and implement cost saving initiatives. ;?        office operation support. ; ;job function: ;?      overall in-charge of facilities management operation for the client. ;?      liaise with end users, building management team, consultants, ;contractors and suppliers. ;?      prepare operational budget estimate. ;?      monitor and control operational expenses. ;?      benchmarking best practices. ;?      contract negotiation. ;?      staff management. ;?      vendor management. ;?      prepare work schedule. ;?      conduct performance audit. ;?      minimize operation down time. ;?      conduct meetings. ;?      ensure compliance with client's policy and guidelines. ;?      knowledgeable of all building authority's regulations. ;?      assets monitoring. ;?      provide monthly premises related report. ;?      supervise facilities managers. ;?      assist in regional offices. ;?      critical equipment management. ;?      maintenance/service contract management. ;?      certify payments. ; ;reason for leaving: starting my own business ; ;-3-asst vice president - property divisionunited overseas bank ltd-january 2007 to june 2012project involved/ completed/ accomplishment: ;?        completed 7 branches renovation projects. ;?        completed renovation project for money changing counters in changi ;airport terminal 3. ;?        completed offices renovation project of more than 35,000 sq.ft. ;?        negotiate, procure and implement term contract for system furniture and office chairs. ; ;job function: ;?      liaise with end users, building management team, landlords, architects, ;interior designers, quantity surveyors, consultants, contractors and suppliers. ;?      prepare cost estimate for budget approval. ;?      identify the needs and requirements of end users. ;?      plan and implement requirements from end users and authority into design. ;?      specify/ provide/ advise specifications and conditions of the contract ;documents for tender. ;?      conduct tender, interviews and evaluation. ;?      contract negotiation. ;?      evaluation of contract/tender and recommendation submission for management's approval. ;?      monitor progress of work. ;?      conduct site meetings. ;?      co-ordinate renovation works with relevant departments within organization. ;?      work co-ordination. ;?      conduct site inspections. ;?      prepare work schedule. ;?      prepare work progress report. ;?      knowledgeable of all building authority's regulations. ;?      certify payments. ; ;reason for leaving: seeking for better career advancement ; ;-4-country asset manager - head of facilities managementcitigroup - singapore-may 2003 to november 2006asst vice president) ; ;project involved/ completed/ accomplishment: ;?        completed 2 office restack projects. ;?        completed server room (computer room) expansion project. ;?        completed critical infrastructure upgrading works. ;?        completed communication room and technology room (computer ;room) m&e infrastructure upgrading works. ;?        accomplished contract agreement/negotiation with electricity retailer which result in about $750,000 savings for the firm. ;?        conducted internal audit. ;?        tender, negotiate and implement maintenance contract. ; ;job function: ;?      overall in-charge of facilities management operation for the organization. ;?      liaise with end users, building management team, authorities, ;architects, consultants, contractors and suppliers. ;?      prepare cost estimate. ;?      benchmarking best practices. ;?      specify/ provide/ advise specifications and conditions of the contract ;documents for tender. ;?      prepare minor tender documents. ;?      contract negotiation. ;?      evaluation of contract/tender and recommendation submission for management's approval. ;?      manage fit-out and reinstatement works. ;?      custodian of office space standards and guidelines. ;?      vendor management. ;?      prepare work schedule. ;?      monitor progress of work. ;?      conduct meetings. ;?      co-ordinate any other works with relevant departments within the organization. ;?      work co-ordination. ;?      conduct site inspections. ;?      knowledgeable of all building authority's regulations. ;?      assets monitoring. ;?      provide monthly premises related report. ;?      update/ plan and implement departmental ""continuity of business"". ;?      negotiation and contracting for electricity procurement. ;?      outsource planning. ;?      supervise building managers. ;?      critical equipment management. ;?      maintenance/service contract management. ;?      certify payments. ; ;reason for leaving: change of environment ; ;-5-assistant vice presidentsalomonsmithbarney singapore pte ltd-october 2000 to may 2003head of corporate services (assistant vice president) ; ;project involved/ completed/ accomplishment: ;? completed office lease negotiation/ agreement. ;? completed 2 office restack projects. ;? completed minor additional and alteration projects. ;? tender, negotiate and implement maintenance contract. ;? corporate mobile plans negotiation. ;? office operation support. ; ;job function: ;? liaise with end users, building management team, authorities, ;architects, consultants, contractors and suppliers. ;? prepare cost estimate. ;? operational cost allocation. ;? involvement in real estate planning, office space negotiation, renewal or termination. ;? space planning. ;? specify/ provide/ advise specifications and conditions of the contract ;documents for tender. ;? prepare minor tender documents. ;? conduct tender, interviews and evaluation. ;? contract negotiation. ;? evaluation of contract/tender and recommendation submission for management's approval. ;? manage fit-out and reinstatement works. ;? vendor management. ;? prepare work schedule. ;? monitor progress of work. ;? conduct meetings. ;? co-ordinate any other works with relevant departments within the organization. ;? conduct site inspections. ;? knowledgeable of all building authority's regulations. ;? oversee all asia pacific offices premises operation related matters. ;? plan and implement country ""continuity of business"". ;? custodian of office space standards and guidelines. ;? implement improvement procedures. ;? in charge of office fire safety with compliance to authority's ;regulations. ;? lease administration. ;? assets monitoring. ;? oversee mailroom operations. ;? provide logistic support. ;? manage reception services. ;? staff management. ;? security control systems management. ;? maintenance/service contract management. ;? office equipment management. ;? certify payments. ; ;reason for leaving: internal transfer ; ;-6-assistant managerkeppel tatlee bank pte ltd-august 1998 to october 2000project involved/ completed: ;?        completed 6 offices and 20 branches renovation projects. ; ;job function: ;?      liaise with end users, building management team, architects, ;consultants, contractors and suppliers. ;?      prepare cost estimate for budget approval. ;?      identify the needs and requirements of end users. ;?      incorporate the requirements from end users and authority into design. ;?      specify/ provide/ advise specifications and conditions of the contract ;documents for tender. ;?      conduct tender, interviews and evaluation. ;?      evaluation of contract/tender and recommendation submission for management's approval. ;?      monitor progress of work. ;?      conduct site meetings. ;?      co-ordinate the renovation works with relevant departments within the organization. ;?      work co-ordination. ;?      conduct site inspections. ;?      prepare work schedule. ;?      prepare work progress report. ;?      knowledgeable of all building authority's regulations. ;?      certify payments. ; ;reason for leaving: head huntedproject executivedbs property services pte ltd-july 1996 to july 1998project involved/ completed: ;?        completed about 20 office renovation projects. ;?        completed office renovation project for sgx. ; ;job function: ;?      liaise with clients, architects, consultants, contractors and suppliers. ;?      prepare cost estimate for client. ;?      prepare tender documents. ;?      conduct tender, interviews and evaluation. ;?      conduct site meetings. ;?      prepare work schedule. ;?      conduct site inspections. ;?      co-ordinate the works of different contractors and suppliers. ;?      identify the needs and requirements of end user. ;?      prepare work progress report. ;?      evaluation of contract/tender and put up recommendation for contract ;awarding. ;?      knowledgeable of all building authority's regulations. ; ;reason for leaving: retrenched ; ;-7-m&e coordinatorsan bee building & civil construction pte ltd-may 1995 to june 1996project involved/ completed: ;?        completed warehouse construction project. ;?        completed condominium construction project. ; ;job function: ;?      check on installation works of sub contractors for inspection by the ;c.o.w. ;?      coordinate all m&e services with structural works. ;?      plan and produce coordination drawings. ;?      liaise with architects, consultants, c.o.w., contractors and suppliers. ;?      certify progress claims. ;?      chair coordination meeting with consultants and subcontractors. ;?      provide alternative proposal for defective design by the consultant. ;?      prepare progress report and daily report. ;?      knowledgeable of all building authority's regulations. ; ;reason for leaving: change of environmenteducationbachelor of applied science in constructionsingapore institute of management2000diploma in building services engineeringngee ann polytechnic1992institution/universitiesskillsautocad (less than 1 year), microsoft office (less than 1 year), microsoft project (less than 1 year), ms office (less than 1 year)additional informationcomputer knowledge          microsoft office, microsoft project and autocad ;e-mail                      adrian.yoon@yahoo.com.sg"
project,Project Architect,"project architectproject architect-work experienceproject architectthe manila residences tower-january 2018 to september 20182, taft avenue malate maniladuration: january 2018 - september 2018 ;projects: anchor grandsuites ; ;position: project architect ;? duties and responsibilities ;- oversee architectural requirements, standards, techniques and qualities of the project ;- coordinates with concerned contractors for the implementation of works ;- handle evaluation of billings and other related processes ;- attend project technical meetings to address design issues ;- performs related duties and responsibilities, quantity surveying/ estimates.project architectmulti development & construction corporation-april 2017 to december 2017fit-out / interior finishing) ;antipolo street, brgy valenzuela, makati city ;duration: april 17, 2017 - december 15, 2017 ;projects: crimson resort and spa boracay ; ;position: project architect ;? duties and responsibilities ;- provide support to foremen to ensure contract specifications requirements are met. ;- coordinate all resources to ensure project execution & completion as per agreed budget ;- coordinated suppliers regarding schedule of materials deliveries ;- ensure that correct work processes are implemented to ensure work completed is as specs ;- prepares and submits necessary documents and reports required by the management ;- quantity surveying/ estimates.finishing architect / quantity surveyormegawide construction corporation-june 2015 to march 2017general contractor) ;20 n. domingo st., brgy. valencia, quezon city ;duration: june 8, 2015 - march 16, 2017 ;projects: university tower 4 ; ;position: finishing architect / quantity surveyor ;? duties and responsibilities ;- prepares as-built drawings and shop drawings including proposals and sketches ;- provide support to foremen to ensure contract specifications requirements are met. ;- oversee architectural requirements, standards, techniques and qualities of the project ;- coordinates with concerned contractors for the implementation of works ; ;- handle evaluation of billings and other related processes ;- attend project technical meetings to address design issues ;- prepares and submits necessary estimates, documents and reports required by the managementautocad operatormulti development & construction corporation-july 2014 to may 2015fit-out / interior finishing) ;antipolo street, brgy valenzuela, makati city ;duration: july 9, 2014 - may 30, 2015 ;projects: edsa shangrilla hotel, discovery primea, park terraces ayala ; ;position: autocad operator ;? duties and responsibilities ;- interacts with engineers and designers to accurately update/correct drawings ;- prepares as-built drawings and shop drawings including proposal and sketches ;- quantity surveying/ estimatesdraftsmansan roque, alaminos city, pangasinan-march 2013 to may 2014duration: march 2013-may 2014 ;projects: residential ; ;position: draftsman ;? duties and responsibilities ;- prepares and produce for construction drawings for site implentation ;- makes necessary calculations for drawings and developmenteducationbachelor of science in architecturelyceum northwestern universityskillsautocad (less than 1 year), corel draw (less than 1 year), ms office (less than 1 year), scheduling (less than 1 year)additional informationqualifications and skills ; ;? proficient in autocad ;? proficient in sketch-up ;? proficient in planswift ;? proficient in corel draw ;? proficient in estimates ;? proficient in management and scheduling ;? proficient in ms office applications"
project,"Project Manager, Senior Consultant","project manager, senior consultantproject manager, senior consultantsingapore-? 10 years of experience in it industry? more than 3 years of experience as consultant and pm in the ibm in uec/ued(solution) in communication, banking and other industries(sectors) ;? about 3 years of experience as pm, software architect and qa in gf bank, in it r&d dept., focus on intermediate business systems ;? 4 years of experience as software architect/engineer and system manager in icbc software development center, temenos t24 system, focused on foreign currency business clearing system, and others systems ;? comprehensive knowledge in banking system feasibility analysis, requirement analysis, system development and maintenance ;? comprehensive knowledge in banking business, e.g. foreign currency business, intermediate business, accounting ;? comprehensive knowledge of temenos t24 systems; know about swift, kondor+, reuters, sungard stock index future, etc. ;? solid knowledge in unix/linus systems, 7 years' experience in aix system administration; consolidated knowledge of oracle database management, more than 4 years' experience; familiar with db2 database management, more than 2 years' experience; skilled with coding in jbase, shell, c/c++/c#, java ;? comprehensive knowledge of project management, around 6 years' experiences, pmp certificated ;? comprehensive knowledge of consultant, 3 years' experiences ;? outstanding communication and presentation skills in english, chinese mandarin and cantonesework experienceproject manager, senior consultantibm-april 2010 to june 2013job description: ;1) as it pm, conducted the system development and integration management in the demo center projects: gdmcc demo center project, mobile asia congress hkcec project, hnmcc demo center project, ynmcc demo center project ;2) as pm, conducted the whole project management in the hnmcc network management dept.'s visit corridor project ;3) as senior consultant, participated in ccb ued project, and suning chairman's office promotion of information technology project, for project delivery; participated in cmcc solid south promotion of information technology project, foshan dongping newtown wisdom city project, shenzhen yungutianan uec project, for bid proposal design.project manager, system architectguangfa bank, it dept. r&d sector, intermediate business team - guangzhou-june 2007 to march 2010and 9 months) ;guangfa bank, it dept. r&d sector, intermediate business team ;business category: intermediate business. ;job roles: pm, itarchitect ;job description: ;1) as ita, maintained the gf bank's intermediary business system platform ;2) as pm & ita, accomplished the following systems: the national check image auto delivery and validation system, the agent gold trade clearing system, the rmb financing products management systems, the interface reconstruction system of the medium business platform with the core-banking system, the stock index future system, the gold t+d systemsoftware engineer, system management, dbaicbc, software development center-july 2003 to june 2007the 2nd software development dept. ;business category: basically foreign currency business clearing system, and others ;job roles: software engineer, system management, dba. ;1)  application developer and system manager of icbc's foreign currency business clearing system for 4 years ;2)  other systems including: icbc's foreign exchange bond system, fova systemeducationmaster of science in project managementnational university of singapore - singaporejuly 2014 to june 2015bachelor of science in information and computational sciencesen universityseptember 1999 to june 2003skills1)    comprehensive knowledge of temenos t24 systems; know about swift, kondor+, reuters, sungard stock index future, etc. comprehensive knowledge in foreign currency business, e.g. ld, mm, ft, fx, etc and intermediate business, accounting 2)    comprehensive knowledge in banking system feasibility analysis, requirement analysis, system development and post-production support & maintenance 3)    solid knowledge in unix/linus systems, 7 years' experience in aix system administration; solid knowledge of oracle database management, more than 4 years' experience; familiar with db2 database management, more than 2 years' experience; skilled with coding in jbase, shell, c/c++/c#, java 4)    comprehensive knowledge of project management, around 6 years' experiences, pmp certificated 5)    comprehensive knowledge of consultant, 3 years' experiences 6)    outstanding communication and presentation skills in english, chinese mandarin and cantonese"
project,Assistant Project Manager,"assistant project managersingapore-work experienceassistant project managerphilko ubins ltd corp - manila-march 2014 to december 2015responsibilitiesproject managent for national capital region globe project awarded to tge company. lte projects and microwave dismantling and installation ; ;accomplishments ;i am the first manager handling the full area and this project ( current project: lte)  ; ;skills used ;managerial skillsengineering supervisormetchem business solutions - manila-december 2012 to february 2014project coordinatorphilko ubins ltd. co (skt) - cebu city-april 2012 to november 2012responsibilities ;?    coordinates with the client (huawei and globe) regarding the upcoming and on-going activities on site ;?    requests sar prior to rectification and pat  ;?    coordinates and updates status of every site and requests for esar ;?    prepares hsqr prior to submissions and other documents  ;?    monitor¡¯s whole department activities, daily ;?    preparation of weekly budget for the whole department and liquidation preparation as well ;?    responsible in progress tracker monitoring and reporting directly to the project directors, from receiving of delivered equipment until billing preparation ;?    monitor¡¯s new po¡¯s from the client (of all project) ;?    making plans for every project activities ; ;skills used ;project management ;project coordination ;project implementationoffice engineer / quantity estimatecapstone builders corp. - mandaluyong-april 2012 to september 2012responsibilities ;?    charged with the task of searching for suppliers for materials, goods and services that the company needsfor the continuous operation of the projects ;?    site/project coordinator ;?    ensures that a product or service we¡¯re purchasing is cost effective by finding the balance between product or service quality and cost to get the best value for their company. ;?    estimates and monitors construction costs, from the feasibility stage of a project through to the completion of the construction periodeducationbs civil engineering in engineeringbicol university - legazpi2003 to 2009"
developer,Software Trainee,"software traineesoftware trainee-work experiencesoftware traineepontian, johor-may 2018 to august 2018may 2018 - august 2018develop web based application using .net c# and mvc ;contact ;design ui interface ;phone: system documentation (project proposal, user manual etc.) ;+6016-2604588                    r&d technology (raspberry pi, kiosk mode) ; ;email: skills ;tanxq23@gmail.com                      microsoft word                        90% ;microsoft powerpoint                        90% ;microsoft exceleducationbachelor's in software engineeringinti international universityaugust 2015 to august 2018"
